Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
<35,No,Undergraduate,1,Man,No,Dev,10,3,Finland,45396,C;HTML/CSS;JavaScript;Node.js;TypeScript;Git;React.js;Microsoft Azure,8,0
<35,No,Other,1,Man,No,Dev,4,2,United Kingdom of Great Britain and Northern Ireland,19389,C#;HTML/CSS;JavaScript;SQL;VBA;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft SQL Server,10,1
>35,No,Master,1,Man,No,Dev,24,15,France,77831,Bash/Shell;Go;HTML/CSS;JavaScript;SQL;TypeScript;Angular;PostgreSQL,8,0
>35,No,Undergraduate,1,Man,No,Dev,18,13,United States of America,160000,Bash/Shell;C;C++;JavaScript;Python;Git,6,0
<35,No,Undergraduate,1,Man,No,Dev,12,8,Israel,200409,Java;Scala;Docker;Git;Kubernetes;AWS;Couchbase;Elasticsearch;Microsoft SQL Server,9,0
>35,No,Undergraduate,0,Man,No,Dev,37,31,United States of America,185000,C#;Dart;Go;Java;JavaScript;Matlab;SQL;Xamarin;Angular;Angular.js;ASP.NET;jQuery;React.js;AWS;IBM Cloud or Watson;Microsoft Azure;Microsoft SQL Server,17,1
<35,No,Undergraduate,1,Man,No,NotDev,20,9,United States of America,107972,Bash/Shell;Perl;PowerShell;VBA;Docker;Git;AWS,7,0
<35,No,Undergraduate,1,Man,No,Dev,9,7,Hong Kong (S.A.R.),66897,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Git;Angular.js;ASP.NET;jQuery;Spring;AWS;DynamoDB;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,21,1
>35,No,Other,1,Man,No,Dev,5,0,Argentina,75000,HTML/CSS;JavaScript;Node.js;Python;Ruby;SQL;TypeScript;Docker;Git;Yarn;jQuery;React.js;Ruby on Rails;Google Cloud Platform;Heroku;Firebase;MySQL,17,1
<35,No,Other,1,Man,Yes,Dev,8,6,United Kingdom of Great Britain and Northern Ireland,48472,HTML/CSS;JavaScript;PHP;SQL;Docker;Git;jQuery;Laravel;React.js;Vue.js;AWS;MySQL,12,0
>35,No,Undergraduate,1,Man,Yes,Dev,24,16,United States of America,120000,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;SQL;Git;Puppet;Express;React.js;Microsoft Azure;IBM DB2;PostgreSQL,13,1
<35,No,Other,1,Man,No,Dev,12,12,Brazil,8796,Dart;HTML/CSS;JavaScript;TypeScript;Docker;Git;Angular;Firebase;MySQL;SQLite,10,0
<35,Yes,Master,1,Woman,Yes,Dev,10,10,Spain,12972,Assembly;Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Matlab;PHP;Python;R;SQL;TypeScript;VBA;Docker;Git;Unity 3D;Xamarin;Angular;Django;Drupal;jQuery;Laravel;React.js;Spring;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,32,1
<35,No,Other,0,Man,No,Dev,5,3,"Iran, Islamic Republic of...",4272,HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Yarn;Express;React.js;Vue.js;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;Redis,17,1
<35,No,Undergraduate,1,Man,No,Dev,9,4,Spain,28105,C#;JavaScript;Kotlin;TypeScript;Git;Unity 3D;Angular;React.js;Firebase;MySQL,10,0
>35,No,Other,1,Man,No,Dev,30,20,Finland,77832,Bash/Shell;Java;SQL;Ansible;Docker;Git;Yarn;AWS;Oracle;PostgreSQL,10,0
<35,No,PhD,1,Man,No,NotDev,10,4,United Kingdom of Great Britain and Northern Ireland,51704,Matlab;Python;Ruby;Git;Flask,5,0
>35,No,Undergraduate,1,Man,No,NotDev,23,23,Costa Rica,18000,HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;React.js;MongoDB;MySQL,9,0
>35,No,Other,0,Man,No,Dev,20,15,Netherlands,43239,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Git;Yarn;Laravel;Symfony;AWS;Heroku;MariaDB;MySQL;PostgreSQL;SQLite,17,1
<35,No,Undergraduate,1,Man,No,Dev,6,1,Egypt,9231,JavaScript;Kotlin;Docker;Git;MySQL;SQLite,6,0
>35,No,Undergraduate,1,Man,No,Dev,25,15,Germany,70264,C#;HTML/CSS;TypeScript;Docker;Git;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;SQLite,10,1
<35,No,Undergraduate,1,Man,Yes,Dev,5,2,Egypt,5388,C;C++;Dart;Java;JavaScript;Kotlin;Node.js;R;Git;Puppet;Django;Flask;React.js;Heroku;Firebase;MySQL;Oracle;SQLite,18,1
<35,No,Master,1,Man,No,Dev,22,13,United States of America,115000,Bash/Shell;C;C#;HTML/CSS;JavaScript;Node.js;Python;Git;Unity 3D;AWS,10,1
<35,No,Undergraduate,1,Woman,Yes,Dev,21,12,United States of America,144000,Bash/Shell;Go;Groovy;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript;Git;Kubernetes;Angular;Angular.js;Express;React.js;Spring;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;MongoDB;SQLite,22,1
<35,No,Master,1,Man,No,Dev,14,4,Ireland,65508,C;Python;Rust;Ansible;Docker;Git,6,0
>35,No,Master,1,Man,No,Dev,31,21,Germany,70264,Assembly;C;C#;VBA;SQLite,5,0
>35,No,Undergraduate,1,Man,No,Dev,44,34,Canada,181515,Assembly;Bash/Shell;C;Go;Python;Rust;Git,7,0
>35,No,Undergraduate,1,Man,No,Dev,40,26,Sweden,81000,Bash/Shell;Dart;HTML/CSS;JavaScript;Python;Docker;Git;Angular.js;Django;Vue.js;Heroku;PostgreSQL;SQLite,13,0
>35,No,NoHigherEd,1,Man,No,Dev,22,22,United States of America,105000,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Git,6,0
>35,No,Master,1,Man,No,Dev,20,5,Germany,56211,Bash/Shell;C#;Java;Kotlin;SQL;VBA;Docker;Git;Kubernetes;Spring;IBM Cloud or Watson;Microsoft SQL Server;PostgreSQL,13,1
<35,No,Master,1,Man,No,NotDev,10,7,United Kingdom of Great Britain and Northern Ireland,64630,C#;PowerShell;Python;Git;Microsoft Azure;Microsoft SQL Server;SQLite,7,1
<35,No,Master,1,Man,No,Dev,14,10,United States of America,110000,Objective-C;Ruby;Swift;Git;Unity 3D;MySQL,6,0
<35,No,Undergraduate,0,Man,No,Dev,14,7,Romania,64860,HTML/CSS;JavaScript;TypeScript;Express;React.js;Vue.js;DigitalOcean;MongoDB;MySQL;Redis,10,0
>35,No,Undergraduate,1,Man,Yes,Dev,25,15,United States of America,120000,C#;HTML/CSS;JavaScript;Kotlin;Node.js;Objective-C;PowerShell;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;Express;jQuery;React.js;AWS;Microsoft Azure;Firebase;Microsoft SQL Server;Redis;SQLite,21,1
<35,No,Undergraduate,1,Man,No,Dev,7,0,Bangladesh,6360,C;C++;PHP;Python;Git;Flask;MongoDB;MySQL;Oracle;Redis,10,0
<35,No,NoHigherEd,1,Man,Yes,Dev,11,6,Germany,48644,Bash/Shell;HTML/CSS;JavaScript;PHP;PowerShell;Ruby;SQL;TypeScript;Docker;Git;Yarn;jQuery;Laravel;Ruby on Rails;Vue.js;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,20,1
<35,No,Master,1,Man,No,Dev,17,11,Poland,54672,C++;Java;JavaScript;Kotlin;Python;SQL;Ansible;Docker;Git;Kubernetes;AWS;Elasticsearch;Oracle;Redis,14,0
<35,No,Undergraduate,1,Man,No,Dev,6,4,Netherlands,35676,C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;TypeScript;Docker;Git;Xamarin;Angular;ASP.NET;ASP.NET Core ;Microsoft SQL Server;PostgreSQL,15,1
<35,No,Undergraduate,1,Man,No,Dev,18,4,Canada,75631,Go;Docker;Cassandra,3,0
>35,No,Other,1,Man,No,NotDev,41,39,United States of America,70000,Python;ASP.NET Core ;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,6,0
<35,No,Master,1,Man,No,NotDev,14,9,Germany,58373,LISP;PHP;Python;Scala;SQL;Docker;MySQL;PostgreSQL;SQLite,9,0
<35,No,Undergraduate,1,Man,No,Dev,4,3,Greece,25944,HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;Laravel;React.js;Symfony;Vue.js;AWS;DigitalOcean;MySQL;Redis;SQLite,15,0
<35,No,Undergraduate,1,Man,No,Dev,4,2,India,5585,HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript;Git;Yarn;React.js;Ruby on Rails;Spring;MySQL;PostgreSQL,13,0
<35,Yes,Other,1,Woman,Yes,Dev,15,4,United States of America,58000,Bash/Shell;JavaScript;PHP;SQL;Git;AWS;DigitalOcean;MySQL,8,0
<35,No,Undergraduate,1,Man,No,Dev,18,6,Germany,61616,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;SQL;Docker;Git;React.js;Spring;AWS;Google Cloud Platform;Oracle;PostgreSQL,15,0
>35,No,PhD,1,Man,No,NotDev,20,13,France,59454,C++;Elixir;Rust;Kubernetes;Terraform;AWS,6,0
<35,No,PhD,1,Man,No,NotDev,15,3,Sweden,55224,C;C++;Java;Matlab;R;Git;Vue.js,7,0
<35,No,Master,1,Man,Yes,Dev,11,6,Canada,68068,Python;Docker;Git;Kubernetes;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;MongoDB;PostgreSQL,10,0
<35,No,Undergraduate,1,Man,Yes,Dev,12,5,India,217800,C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Docker;Git;Angular;Angular.js;AWS;Google Cloud Platform;Elasticsearch;MongoDB;MySQL;Oracle,17,0
>35,No,PhD,1,Man,No,Dev,30,14,Netherlands,118908,JavaScript;Python;Docker;Git;Kubernetes;Django;React.js;AWS;SQLite,9,0
<35,No,NoHigherEd,1,Man,Yes,Dev,18,1,United States of America,40000,C#;Git;ASP.NET Core ;Vue.js;Microsoft Azure;Microsoft SQL Server,6,0
<35,No,Undergraduate,1,Man,No,Dev,15,8,Canada,71850,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;Express;Gatsby;jQuery;React.js,12,1
>35,No,Undergraduate,1,Man,No,Dev,21,14,Canada,66934,HTML/CSS;JavaScript;Angular.js;jQuery,4,0
<35,No,Master,1,Man,No,Dev,8,3,Finland,54216,Assembly;Bash/Shell;C;C++;PowerShell;Python;Git;Microsoft Azure,8,0
<35,No,Undergraduate,0,Man,No,Dev,12,10,Spain,64860,Bash/Shell;JavaScript;Python;SQL;Docker;Git;Django;jQuery;AWS;Google Cloud Platform;Heroku;MongoDB;MySQL;PostgreSQL;SQLite,15,1
<35,No,Undergraduate,1,Man,No,Dev,6,1,Peru,19860,Dart;Python;Docker;Git;AWS;Google Cloud Platform;Firebase;MongoDB;PostgreSQL;SQLite,10,0
<35,Yes,Other,1,Man,Yes,Dev,6,1,Switzerland,54888,HTML/CSS;JavaScript;PHP;Python;SQL;Docker;Git;jQuery;Symfony;MySQL,10,0
<35,No,NoHigherEd,1,NonBinary,Yes,Dev,8,7,Germany,58373,Dart;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Git;Yarn;Angular;Express;React.js;Symfony;Google Cloud Platform;Elasticsearch;Firebase;MySQL,17,0
>35,No,Master,1,Man,No,Dev,27,20,Russian Federation,56616,Go;Groovy;Java;Kotlin;Python;Ansible;Docker;Git;Kubernetes;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,16,0
<35,No,PhD,1,Man,Yes,NotDev,13,9,Greece,45401,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;Git;ASP.NET;Flask;jQuery;Microsoft Azure;Firebase;Microsoft SQL Server;SQLite,17,1
<35,No,Master,0,Man,No,Dev,2,1,France,48104,Haskell;JavaScript,2,0
>35,No,Undergraduate,0,Man,No,Dev,24,20,Netherlands,84312,C#;Docker;Git;Kubernetes;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,8,0
>35,No,Master,1,Man,No,Dev,25,24,United Kingdom of Great Britain and Northern Ireland,55582,C#;HTML/CSS;JavaScript;Git;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,7,0
>35,No,Undergraduate,1,Man,No,Dev,42,27,United Kingdom of Great Britain and Northern Ireland,71093,Kotlin;Git,2,0
<35,No,Other,0,Man,No,Dev,7,3,Russian Federation,72000,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PHP;Python;R;Ruby;SQL;TypeScript;Docker;Git;Unity 3D;Xamarin;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Express;jQuery;Laravel;React.js;MongoDB;MySQL,30,1
>35,No,Other,1,Man,No,Dev,30,21,United Kingdom of Great Britain and Northern Ireland,60752,C#;HTML/CSS;JavaScript;SQL;Docker;Git;Kubernetes;Angular;ASP.NET;ASP.NET Core ;jQuery;AWS;Microsoft Azure;Microsoft SQL Server,14,1
<35,No,Other,1,Man,No,Dev,9,4,Greece,25944,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;Docker;Git;Xamarin;ASP.NET Core ;jQuery;Microsoft Azure;Firebase;MariaDB;Microsoft SQL Server;MySQL,16,1
>35,Yes,Undergraduate,1,Man,No,Dev,26,16,Japan,179858,Bash/Shell;C;C++;Go;Groovy;Python;Ansible;Docker;Git;Yarn;Angular;React.js;Google Cloud Platform;MySQL;PostgreSQL;SQLite,16,0
>35,No,Other,1,Man,No,Dev,26,20,Poland,30372,C#;Java;Git;Google Cloud Platform;Microsoft SQL Server;SQLite,6,1
<35,No,Master,1,Man,Yes,Dev,15,6,Belgium,29832,Bash/Shell;C;C++;Java;Rust;SQL;Ansible;Docker;Git;Kubernetes;DigitalOcean;Cassandra;PostgreSQL;SQLite,14,1
<35,No,Undergraduate,1,Man,No,Dev,10,6,United Arab Emirates,40020,C#;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Unity 3D;Yarn;React.js;AWS;Google Cloud Platform;Microsoft Azure;Firebase;MongoDB;Oracle,16,1
>35,No,PhD,1,Man,No,NotDev,20,6,United States of America,90000,Bash/Shell;Perl;R;SQL;DigitalOcean;Google Cloud Platform;IBM DB2;Oracle,8,0
<35,No,Undergraduate,1,Man,No,Dev,12,3,United States of America,67000,C#;Dart;Delphi;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;PowerShell;Python;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;Unity 3D;Unreal Engine;ASP.NET;ASP.NET Core ;Django;React.js;AWS;Couchbase;Elasticsearch;MySQL;SQLite,28,1
<35,Yes,Undergraduate,1,Man,No,Dev,12,4,India,21676,Python;Docker;Git;Django;Flask;AWS;DigitalOcean;PostgreSQL,8,0
>35,No,Master,1,Man,No,Dev,25,16,Switzerland,101649,C#;C++;Git;Unity 3D,4,0
<35,No,Other,1,Man,No,Dev,6,4,Bolivia,17352,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Scala;SQL;Angular;Angular.js;ASP.NET;ASP.NET Core ;Spring;AWS;Microsoft Azure;Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,22,1
>35,No,Other,1,Man,Yes,Dev,25,16,United States of America,195000,C;Go;Perl;Python;Git;Kubernetes;Terraform;Google Cloud Platform;MySQL;PostgreSQL;Redis,11,0
<35,No,Master,1,Man,No,Dev,8,7,Portugal,34380,Java;JavaScript;Python;SQL;Docker;Git;Spring;AWS;Elasticsearch;MySQL,10,0
>35,No,PhD,1,Man,No,Dev,35,23,United Kingdom of Great Britain and Northern Ireland,155111,APL;Erlang;Go;Python;Chef;Git;Kubernetes;Flask;IBM Cloud or Watson,9,0
<35,No,Master,1,Man,No,Dev,16,4,Austria,64860,Bash/Shell;JavaScript;Python;SQL;Docker;Git;Django;Flask;Microsoft Azure;MongoDB;PostgreSQL;SQLite,12,1
>35,No,Undergraduate,1,Man,Yes,Dev,14,12,France,123228,JavaScript;TypeScript;Git;Angular;Express;Elasticsearch;MongoDB,7,0
<35,No,Undergraduate,0,Man,Yes,Dev,6,2,Canada,90000,Elixir;HTML/CSS;JavaScript;Ruby;Docker;Git;React.js;Ruby on Rails;AWS;DigitalOcean;Heroku;MySQL;PostgreSQL;Redis,14,0
<35,No,NoHigherEd,1,Man,No,NotDev,15,1,Russian Federation,28308,Bash/Shell;Python;Ansible;Docker;Git;Kubernetes;AWS;DigitalOcean;Elasticsearch;PostgreSQL,10,0
<35,No,Master,1,Man,No,Dev,3,3,France,48644,HTML/CSS;JavaScript;Node.js;Docker;Git;Yarn;React.js;Google Cloud Platform;MySQL,9,0
<35,No,Undergraduate,1,Man,No,Dev,12,5,Sweden,54769,HTML/CSS;JavaScript;Node.js;TypeScript;Git;Yarn;React.js,7,0
<35,No,Undergraduate,1,Man,No,Dev,7,5,Poland,45564,Groovy;Java;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Kubernetes;Unity 3D;Angular;Spring;Elasticsearch;MongoDB;Oracle;Redis,16,1
<35,No,Undergraduate,1,Man,No,Dev,9,7,Bangladesh,25428,C;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Angular;Angular.js;Express;jQuery;DigitalOcean;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,20,1
<35,Yes,Master,1,Man,No,NotDev,20,12,United States of America,29000,C#;C++,2,0
<35,No,Undergraduate,1,Man,No,Dev,10,6,United States of America,170000,C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript;Docker;Git;Unity 3D;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;React.js;Spring;Vue.js;Heroku;Microsoft Azure;Firebase;Microsoft SQL Server;MySQL,24,1
<35,Yes,Undergraduate,1,Woman,No,Dev,7,3,Turkey,19728,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Matlab;Python;R;SQL;TypeScript;Git;Angular;Angular.js;Django;Spring;AWS;Microsoft SQL Server;MySQL;Oracle;SQLite,22,1
<35,No,Undergraduate,1,Man,No,Dev,9,4,Portugal,24132,Go;JavaScript;SQL;TypeScript;Angular;AWS;Elasticsearch;MariaDB,8,0
<35,No,Other,1,Man,No,Dev,10,6,Ukraine,54804,Bash/Shell;C;C++;HTML/CSS;JavaScript;Node.js;Python;TypeScript;Docker;Git;Yarn;Angular;Django;Express;FastAPI;Flask;React.js;Heroku;MongoDB;SQLite,20,1
<35,No,Undergraduate,1,Man,No,Dev,9,4,United States of America,70000,HTML/CSS;Java;JavaScript;Node.js;SQL;Git;jQuery;React.js;Spring;AWS;Elasticsearch;MySQL;PostgreSQL,13,1
<35,No,Undergraduate,1,Man,No,Dev,13,8,South Africa,42432,C#;HTML/CSS;Java;JavaScript;Objective-C;SQL;Swift;VBA;Git;Unity 3D;jQuery;Microsoft Azure;Firebase,13,1
>35,No,Master,0,Man,No,Dev,15,10,France,97288,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Git;Angular;Spring;AWS;Oracle;PostgreSQL,13,1
<35,No,NoHigherEd,1,Man,No,Dev,8,2,United States of America,40000,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Express;Vue.js;Couchbase,9,0
<35,No,Undergraduate,1,Man,Yes,Dev,6,4,Netherlands,40212,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;Scala;SQL;TypeScript;Docker;Git;Kubernetes;Pulumi;Terraform;Angular;ASP.NET;ASP.NET Core ;jQuery;Laravel;Spring;Vue.js;Google Cloud Platform;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,30,1
<35,No,Undergraduate,1,Man,No,Dev,8,4,Pakistan,15408,C#;HTML/CSS;JavaScript;Node.js;R;Ruby;SQL;TypeScript;Git;Angular;Angular.js;ASP.NET Core ;Express;React.js;Ruby on Rails;Vue.js;AWS;Microsoft Azure;DynamoDB;Microsoft SQL Server,20,1
<35,No,Master,1,Man,No,Dev,7,6,United Kingdom of Great Britain and Northern Ireland,54224,Bash/Shell;Java;Python;SQL;Docker;Git;AWS;MySQL,8,0
<35,No,Master,1,Man,No,Dev,11,7,Switzerland,81319,Bash/Shell;Java;JavaScript;Python;Docker;Git;jQuery;React.js;Spring;Elasticsearch;MySQL;PostgreSQL;SQLite,13,1
>35,No,Undergraduate,1,Man,Yes,NotDev,22,4,United States of America,85000,Bash/Shell;Ruby;SQL;Git;Oracle,5,0
<35,No,Undergraduate,1,Man,No,Dev,6,1,Germany,64859,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;TypeScript;Docker;Git;Kubernetes;Terraform;React.js;Vue.js;DigitalOcean;Microsoft Azure;MongoDB;PostgreSQL,17,1
>35,No,Master,1,Man,No,Dev,35,30,Netherlands,62268,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;Git;Xamarin;Angular;ASP.NET;ASP.NET Core ;Microsoft Azure;MariaDB;Microsoft SQL Server;SQLite,15,1
<35,No,Other,1,Man,Yes,Dev,12,5,Canada,31750,Bash/Shell;C;HTML/CSS;Java;JavaScript;Python;SQL;Git;Flask;jQuery;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;MariaDB;MySQL;SQLite,18,1
<35,No,Master,1,Man,No,Dev,6,2,United States of America,100000,Bash/Shell;C#;C++;HTML/CSS;JavaScript;Node.js;TypeScript;Git;Kubernetes;Angular;Angular.js;ASP.NET Core ;Express;React.js;AWS;Google Cloud Platform;Firebase,17,1
<35,No,Undergraduate,1,Man,No,Dev,5,3,United States of America,92000,Bash/Shell;JavaScript;Python;SQL;Docker;Git;Kubernetes;Flask;AWS;Google Cloud Platform;Elasticsearch;Firebase;Microsoft SQL Server;PostgreSQL,14,0
<35,No,Undergraduate,1,Man,No,Dev,10,4,Spain,34591,Java;Python;Ansible;Docker;Git;Django;Spring;AWS;DigitalOcean;Elasticsearch;MariaDB;MySQL;Oracle;PostgreSQL;Redis,15,0
>35,No,Other,1,Man,No,Dev,20,10,Switzerland,92500,Bash/Shell;C#;C++;Go;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;VBA;Git;ASP.NET;ASP.NET Core ;DigitalOcean;Cassandra;Elasticsearch;MariaDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite,23,1
<35,No,Master,1,Man,No,Dev,15,12,United States of America,135000,C#;C++;Python;Git;Django;React.js;AWS,7,0
<35,No,Undergraduate,1,Man,Yes,Dev,9,5,United Kingdom of Great Britain and Northern Ireland,71093,HTML/CSS;JavaScript;Node.js;TypeScript;Deno;Docker;Git;Yarn;Angular;Angular.js;Express;FastAPI;Gatsby;React.js;Svelte;Vue.js;AWS;DigitalOcean;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;Redis,24,1
<35,No,Undergraduate,1,Man,No,Dev,8,5,"Iran, Islamic Republic of...",42756,C#;Groovy;PHP;Angular.js,4,0
<35,No,Undergraduate,1,Man,No,Dev,8,4,United States of America,150000,Bash/Shell;Go;JavaScript;Node.js;Python;Docker;Git;React.js;Google Cloud Platform;MongoDB;PostgreSQL,11,1
>35,No,Undergraduate,1,Man,Yes,Dev,21,19,United States of America,65000,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;ASP.NET;jQuery;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server,13,1
>35,No,NoHigherEd,0,Man,No,Dev,18,17,Germany,25944,Bash/Shell;HTML/CSS;JavaScript;PHP;Git;jQuery;Laravel;Svelte;Vue.js;MySQL;SQLite,11,1
>35,No,PhD,1,Man,No,NotDev,25,20,Spain,64859,Python;Docker;Git;AWS;MariaDB;PostgreSQL,6,0
>35,No,Undergraduate,1,Man,No,Dev,20,15,Ireland,48644,C#;HTML/CSS;VBA;ASP.NET;Microsoft Azure;Microsoft SQL Server,6,0
<35,No,Undergraduate,1,Man,No,Dev,10,3,Italy,35672,Scala;SQL;TypeScript;Docker;Git;Terraform;React.js;AWS;Microsoft Azure;PostgreSQL,10,0
<35,No,Master,1,Man,No,Dev,12,7,Belgium,64860,Java;Matlab;Python;SQL;Docker;Git;IBM Cloud or Watson;PostgreSQL,8,0
<35,No,Undergraduate,1,Man,Yes,Dev,10,3,Germany,59454,Bash/Shell;Haskell;Rust;Ansible;Docker;Git;Kubernetes;PostgreSQL,8,0
<35,No,Master,1,Man,No,Dev,12,9,France,45396,C;Java;Kotlin;Git;Drupal;jQuery;Google Cloud Platform;Microsoft Azure;MySQL;SQLite,10,1
>35,Yes,Undergraduate,0,Man,Yes,Dev,28,20,Germany,19452,C;C#;Crystal;JavaScript;PHP;PowerShell;Python;SQL;VBA;Git;ASP.NET;ASP.NET Core ;jQuery;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,17,1
<35,No,Undergraduate,1,Woman,Yes,Dev,3,2,Lebanon,22212,Assembly;Bash/Shell;C;C++;Dart;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;Python;SQL;Docker;Git;Yarn;Django;Express;Flask;Laravel;React.js;Spring;AWS;Google Cloud Platform;Heroku;Firebase;MongoDB;MySQL;SQLite,29,1
<35,No,Undergraduate,1,Man,No,Dev,18,11,Ukraine,60000,Bash/Shell;Go;JavaScript;Node.js;PHP;SQL;Swift;TypeScript;Docker;Git;Kubernetes;Terraform;Angular;Django;Express;React.js;Symfony;AWS;DigitalOcean;Google Cloud Platform;Oracle Cloud Infrastructure;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,29,1
>35,No,PhD,1,Man,No,Dev,39,35,United States of America,110000,Bash/Shell;C;Git;Puppet;SQLite,5,0
<35,No,Undergraduate,1,Man,No,Dev,15,9,Ukraine,53832,Bash/Shell;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Yarn;Express;React.js;AWS;Heroku;MongoDB;Redis,14,1
<35,No,Master,1,Man,No,Dev,7,2,Turkey,18080,HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Git;Unity 3D;Yarn;React.js;AWS;Microsoft Azure;MongoDB;MySQL;Oracle;PostgreSQL;Redis,18,1
<35,No,Undergraduate,1,Man,No,Dev,11,3,Germany,31128,C;C++;HTML/CSS;Objective-C;Python;Swift;Docker;Git;MySQL;PostgreSQL;SQLite,11,0
<35,No,Undergraduate,1,Man,No,Dev,16,12,Brazil,96204,HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;Swift;TypeScript;Docker;Git;Yarn;Angular;Express;Gatsby;React.js;AWS;Google Cloud Platform;Heroku;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,26,1
<35,No,Undergraduate,1,Man,No,Dev,6,3,Pakistan,5448,HTML/CSS;JavaScript;TypeScript;Git;Yarn;Angular;Angular.js;jQuery;Heroku,9,0
<35,No,Master,1,Man,No,Dev,15,6,France,88640,Go;HTML/CSS;JavaScript;Python;TypeScript;Docker;Flow;Git;Kubernetes;Terraform;Yarn;React.js;AWS;Google Cloud Platform;DynamoDB;Elasticsearch;MongoDB,17,0
<35,No,Other,1,Man,No,Dev,6,2,Spain,20539,Assembly;HTML/CSS;Node.js;Python;SQL;Ansible;Docker;Git;Angular;Angular.js;Django;Flask;jQuery;AWS;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,18,1
>35,No,Master,1,Man,Yes,Dev,40,21,United States of America,190000,Bash/Shell;Groovy;Java;JavaScript;Git;jQuery;Spring;Elasticsearch;MongoDB,9,1
